"Termes_Officialises",Type_Officialisation,"Domaines",Date_fiche,Date_officialisation,Definition,Equivalent_anglais,URL_fiche
"télécopieur (n. m.)",normalisation,"informatique > télécopie;télécommunication",2006-03-31,1997-07-01,Appareil permettant la transmission et la reproduction à distance de documents par l'intermédiaire d'un réseau de télécommunication.,fax machine,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198730/telecopieur
"télécopier (v.)",normalisation,"informatique > télécopie;télécommunication",2003-08-01,1997-07-01,Transmettre et reproduire à distance un document par l'intermédiaire d'équipements terminaux raccordés au réseau de télécommunication.,fax,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198731/telecopier
"didacticiel (n. m.)",normalisation,"informatique > logiciel d'application;éducation > didactique",2006-10-01,1986-01-01,"Logiciel spécialisé dans l'enseignement d'une discipline, d'une méthode ou de certaines connaissances. ",courseware,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198732/didacticiel
"magasin d'usine (n. m.)",normalisation,"commerce > achat et vente;entreprise > entreprise commerciale",2009-10-02,1997-07-01,Magasin de détail créé et géré par le fabricant pour vendre ses propres produits à prix réduit.,factory outlet,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198736/magasin-dusine
"tracteur à pneus (n. m.)",normalisation,"matériel de terrassement",1999-10-01,1981-07-01,Tracteur à essieu simple ou double monté sur roues munies de pneumatiques.,wheel tractor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198738/tracteur-a-pneus
"pelle mécanique (n. f.)",normalisation,"matériel de terrassement",1999-11-01,1981-10-01,"Engin d'excavation sur pneus ou sur chenilles, constitué d'une plate-forme orientable portant la cabine de manœuvre et de machinerie, servant à creuser, lever, prendre et déverser des matériaux à l'aide d'un godet monté sur un ensemble flèche et bras.",power shovel,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198739/pelle-mecanique
"malade externe (n. m. ou f.)",normalisation,"médecine > santé publique;médecine > gestion des soins de santé;appellation de personne",1999-10-01,1983-10-01,"Personne qui, n'étant pas hospitalisée, fait appel aux services de diagnostic ou de traitement des consultations externes d'un centre hospitalier.",outpatient,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198743/malade-externe
"malade hospitalisé (n. m.);malade hospitalisée (n. f.)",normalisation,"médecine > santé publique;médecine > gestion des soins de santé;appellation de personne",1999-10-01,1983-10-01,"Personne admise dans un hôpital et qui occupe un lit à des fins d'observation, de soins, de diagnostic ou de traitement.",inpatient,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198744/malade-hospitalise
"malade (n. m. ou f.)",normalisation,"médecine;appellation de personne",1999-10-01,1980-10-01,"Personne dont la santé est altérée, qui souffre de troubles organiques ou fonctionnels.",patient,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198746/malade
"passerelle (n. f.)",normalisation,"route;urbanisme;industrie de la construction",1999-09-01,1981-03-01,Pont étroit réservé aux piétons.,footbridge,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198751/passerelle
"pensionnaire (n. m. ou f.)",normalisation,"appellation de personne;administration publique > sécurité sociale",1999-07-01,1982-03-01,"Personne logée et nourrie dans certains établissements publics ou privés, où elle peut recevoir des soins et des services.",resident,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198761/pensionnaire
"technicien en diététique (n. m.);technicienne en diététique (n. f.)",normalisation,"médecine > diététique et nutrition;appellation de personne > appellation d'emploi",1999-07-01,1980-12-01,"Personne habilitée à appliquer les techniques de diététique dans le domaine des services alimentaires (nutrition, alimentation et diététique).",dietetic technician,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198764/technicien-en-dietetique
"formation médicale continue (n. f.)",normalisation,"éducation > formation professionnelle et technique;médecine",1999-07-01,1981-07-01,"Formation théorique et pratique dispensée aux médecins pendant leurs années d'exercice, à titre de perfectionnement.",continuing medical education,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198765/formation-medicale-continue
"ordonnance (n. f.)",normalisation,"médecine > thérapeutique et soins de santé;pharmacologie",2000-09-01,1981-03-01,"Document contenant les prescriptions faites pour le traitement d'un malade par un professionnel de la santé dûment habilité, et prévoyant, en particulier, l'usage de médicaments, d'examens et de soins.",prescription,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198768/ordonnance
"prescription (n. f.)",normalisation,"médecine > thérapeutique et soins de santé;pharmacologie",2000-09-01,1981-03-01,"Ensemble des conseils thérapeutiques, ordres ou recommandations fournis au malade par un professionnel de la santé dûment habilité.",prescription,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198769/prescription
"chiropratique (n. f.)",normalisation,"médecine > chiropratique",1999-07-01,1981-05-01,Méthode de traitement de certaines affections vertébrales douloureuses et affections fonctionnelles des différents organes ou appareils au moyen de manipulations de la colonne vertébrale.,chiropractic,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198770/chiropratique
"chiropraticien (n. m.)",normalisation,"médecine > chiropratique;appellation de personne > appellation d'emploi",2014-08-18,1981-05-01,Personne qui diagnostique et traite les troubles liés à la colonne vertébrale et aux articulations en redressant la colonne ou en effectuant d'autres manipulations correctives.,chiropractor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198771/chiropraticien
"prothèse oculaire (n. f.)",normalisation,"médecine > aide technique de rééducation et de réadaptation fonctionnelles;médecine > ophtalmologie",1999-08-01,1990-04-01,"Œil artificiel destiné à remplacer le globe oculaire énucléé, en totalité ou en partie, et ayant l'aspect de l'œil normal en ce qui concerne la coloration de l'iris et de la sclérotique, la vascularisation conjonctivale, l'ouverture pupillaire et la profondeur de la chambre antérieure.",ocular prosthesis,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198774/prothese-oculaire
"prothèse (n. f.)",normalisation,"médecine > aide technique de rééducation et de réadaptation fonctionnelles;sport > handisport;médecine > chirurgie",2010-01-20,1990-04-01,Aide technique destinée à remplacer en tout ou en partie un organe ou un membre et à lui restituer sa fonction ou son aspect original.,prosthesis,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198775/prothese
"diététiste (n. m. ou f.) [Québec/Canada]",normalisation,"médecine > diététique et nutrition;appellation de personne > appellation d'emploi",2001-07-01,1980-12-01,Personne qui est titulaire d'un diplôme universitaire en diététique et qui guide les choix alimentaires de personnes ou de collectivités de tous âges en vue de promouvoir la santé par une saine alimentation.,dietitian,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198777/dietetiste
"marlin blanc (n. m.)",normalisation,"alimentation > poisson comestible;zoologie > ichtyologie",2011-10-06,1988-03-31,,white marlin,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198779/marlin-blanc
"rouleau à pieds de mouton (n. m.)",normalisation,"route > construction de la chaussée;foresterie > réseau routier forestier;matériel de terrassement",2000-03-01,1981-07-01,"Engin de compactage, tracté ou automoteur, constitué d'un ou de plusieurs cylindres métalliques hérissés de nombreux pieds en forme de cône ou de pyramide, destinés à pénétrer dans le sol en cours de travail.",sheepsfoot roller,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198781/rouleau-a-pieds-de-mouton
"capelan (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-20,1980-10-01,,capelin,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198782/capelan
"franchisage (n. m.)",normalisation,"droit > droit commercial;commerce",1997-07-01,1997-07-01,"Système de mise sur le marché dans lequel une entreprise concède par contrat à des entreprises indépendantes, en contrepartie de redevances ou d'autres compensations habituellement financières, le droit d'exploiter, de façon intégrée et sous son contrôle, sa marque et le savoir-faire commercial qu'elle a développé et expérimenté.",franchising,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198783/franchisage
"contrat de franchisage (n. m.)",normalisation,"droit > droit commercial;commerce",1999-01-01,1997-07-01,"Contrat par lequel une entreprise concède à des entreprises indépendantes, en contrepartie de redevances ou d'autres compensations habituellement financières, le droit d'exploiter, de façon intégrée et sous son contrôle, sa marque et le savoir-faire qu'elle a développé et expérimenté.",franchise agreement,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198784/contrat-de-franchisage
"concessionnariat (n. m.)",normalisation,"droit > droit commercial;commerce",1997-07-01,1997-07-01,"Système de mise sur le marché dans lequel le concédant accorde par contrat à un concessionnaire le droit, le plus souvent exclusif, de vendre un produit ou de rendre un service dans une région donnée ou d'une manière particulière.",,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198785/concessionnariat
"concessionnaire (n. m. ou f.)",normalisation,"droit > droit commercial;commerce;appellation de personne > appellation d'emploi",2001-11-01,1997-07-01,"Commerçant à qui le concédant accorde par contrat le droit, le plus souvent exclusif, de vendre un produit ou de rendre un service dans une région donnée ou d'une manière particulière.",dealer,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198786/concessionnaire
"fiducie globale (n. f.)",normalisation,"assurance > rente",1998-01-01,1997-07-01,Fiducie créée par le regroupement concerté de caisses de retraite aux fins de placement.,master trust fund,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198787/fiducie-globale
"caisse en gestion distincte (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1997-07-01,Caisse dans laquelle les fonds d'un seul régime de retraite sont détenus aux fins de placement.,segregated fund,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198788/caisse-en-gestion-distincte
"caisse en gestion commune (n. f.)",normalisation,"assurance > caisse de retraite",1997-07-01,1997-07-01,Caisse dans laquelle les fonds de plusieurs régimes de retraite sont regroupés aux fins de placement.,pooled fund,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198789/caisse-en-gestion-commune
"concession (n. f.)",normalisation,"droit > droit commercial;commerce",1998-01-01,1997-07-01,"Contrat par lequel le concédant accorde à un concessionnaire le droit, le plus souvent exclusif, de vendre un produit ou de rendre un service dans une région donnée ou d'une manière particulière.",franchise,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198794/concession
"centre de magasins d'usine (n. m.)",normalisation,"entreprise > entreprise commerciale;industrie de la construction > type de bâtiment",1999-11-01,1997-07-01,Groupe de magasins d'usine établis en un même lieu.,factory outlet center,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198795/centre-de-magasins-dusine
"composition de l'actif (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1997-07-01,Description de la répartition des éléments d'actif d'un régime de retraite.,asset mix,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198796/composition-de-lactif
"régime de retraite non contributif (n. m.)",normalisation,"assurance > régime de retraite",2001-03-01,1997-07-01,Régime de retraite financé exclusivement par des cotisations patronales.,non-contributory plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198797/regime-de-retraite-non-contributif
"participant sorti (n. m.);participante sortie (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente;appellation de personne > titre et fonction",1998-01-01,1997-07-01,"Participant qui, ayant cessé d'être participant actif, a droit à des prestations qui n'ont pas encore été servies ni acquittées.",terminated participant,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198798/participant-sorti
"coordination par exclusion de salaire (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1997-07-01,Mode de coordination qui consiste à faire abstraction d'une tranche de salaire déterminée pour le calcul des cotisations ou des prestations prévues par un régime de retraite.,ineligible earnings method,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198799/coordination-par-exclusion-de-salaire
"concédant (n. m.)",normalisation,"appellation de personne;droit > droit commercial",1999-12-01,1999-12-01,"Fabricant d'un produit qui accorde par contrat à un concessionnaire le droit, le plus souvent exclusif, de vendre un produit ou de rendre un service dans une région donnée ou d'une manière particulière.",franchisor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198800/concedant
"régime de retraite contributif (n. m.)",normalisation,"assurance > régime de retraite;assurance > rente",2006-03-31,1997-07-01,Régime de retraite financé par des cotisations salariales et patronales.,contributory plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198801/regime-de-retraite-contributif
"prestation de raccordement (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1997-07-01,Prestation complémentaire déterminée en fonction de prestations d'un régime de retraite universel.,bridge benefit,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198802/prestation-de-raccordement
"ancien participant (n. m.);ancienne participante (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente;appellation de personne > titre et fonction",1998-01-01,1997-07-01,Participant dont tous les droits ont été acquittés.,former member,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198803/ancien-participant
"acquisition réglementaire (n. f.)",normalisation,"assurance > droits à retraite;assurance > acquisition des droits à une rente",1998-01-01,1997-07-01,Acquisition d'office des droits à retraite portés au compte d'un participant dès que celui-ci satisfait aux conditions prévues par la loi.,statutory vesting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198804/acquisition-reglementaire
"acquisition obligatoire (n. f.)",normalisation,"assurance > droits à retraite;assurance > acquisition des droits à une rente",1998-01-01,1997-07-01,Acquisition d'office des droits à retraite portés au compte d'un participant dès que celui-ci satisfait aux conditions prévues par le régime.,mandatory vesting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198809/acquisition-obligatoire
"renvoyer (v.)",normalisation,"droit",2000-05-01,1991-02-01,"Adresser à la juridiction compétente, une affaire dont on a été saisi.",return,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198810/renvoyer
"conciliation (n. f.)",normalisation,"droit",2000-04-01,1997-07-01,"Mode amiable de règlement des litiges dans lequel les parties cherchent à s'entendre directement, au besoin avec l'aide d'un tiers, pour trouver une solution à leur différend.",conciliation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198811/conciliation
"médiation (n. f.)",normalisation,"droit",2000-07-01,1997-07-01,"Mode amiable de règlement des litiges dans lequel un tiers impartial tente d'amener les parties, au besoin en leur proposant un accord, à s'entendre pour trouver une solution à leur différend.",mediation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1198812/mediation
